rgn_id,rgn_name,area_km2
1,Nova Scotia,5165.159268
2,Prince Edward Island,1267.841685
3,Bay of Fundy,472.444879
4,British Columbia,18415.91571
5,Newfoundland and Labrador,20811.51555
6,Québec,17558.06899
7,Ontario,1695.918577
8,Manitoba,969.0137288
9,Yukon,351.05221
10,Nunavut,94628.03902
11,Northwest Territories,13100.68601
