fao_id,taxon_name,year,b_bmsy
21,Alosa mediocris,1971,0.741955537
21,Alosa mediocris,1972,0.642249936
21,Alosa mediocris,1973,0.567473499
21,Alosa mediocris,1974,0.512780872
21,Alosa mediocris,1975,0.472381479
21,Alosa mediocris,1976,0.441669838
21,Alosa mediocris,1977,0.414179342
21,Alosa mediocris,1978,0.396560988
21,Alosa mediocris,1979,0.390700438
21,Alosa mediocris,1980,0.389072529
21,Alosa mediocris,1981,0.381316283
21,Alosa mediocris,1982,0.375660045
21,Alosa mediocris,1983,0.363669561
21,Alosa mediocris,1984,0.348563161
21,Alosa mediocris,1986,0.342546412
21,Alosa mediocris,1987,0.34135162
21,Alosa mediocris,1988,0.329941957
21,Alosa mediocris,1989,0.324533793
21,Alosa mediocris,1990,0.323954842
21,Alosa mediocris,1991,0.321709982
21,Alosa mediocris,1992,0.322127632
21,Alosa mediocris,1993,0.331508081
21,Alosa mediocris,1994,0.342416496
21,Alosa mediocris,1995,0.353756677
21,Alosa mediocris,1996,0.367322432
21,Alosa mediocris,1997,0.374006076
21,Alosa mediocris,1998,0.377946325
21,Alosa mediocris,1999,0.376637394
21,Alosa mediocris,2000,0.372204178
21,Alosa mediocris,2001,0.364499491
21,Alosa mediocris,2002,0.360825684
21,Alosa mediocris,2003,0.359573897
21,Alosa mediocris,2004,0.356861982
21,Alosa mediocris,2005,0.345978347
21,Alosa mediocris,2006,0.336213361
21,Alosa pseudoharengus,1954,0.925153182
21,Alosa pseudoharengus,1955,0.900127478
21,Alosa pseudoharengus,1956,0.879201488
21,Alosa pseudoharengus,1957,0.860444399
21,Alosa pseudoharengus,1958,0.839838136
21,Alosa pseudoharengus,1959,0.82150916
21,Alosa pseudoharengus,1960,0.805261415
21,Alosa pseudoharengus,1961,0.789543968
21,Alosa pseudoharengus,1962,0.775169038
21,Alosa pseudoharengus,1963,0.764013423
21,Alosa pseudoharengus,1964,0.752155382
21,Alosa pseudoharengus,1965,0.735837738
21,Alosa pseudoharengus,1966,0.716918911
21,Alosa pseudoharengus,1967,0.693161443
21,Alosa pseudoharengus,1968,0.662410458
21,Alosa pseudoharengus,1969,0.617875158
21,Alosa pseudoharengus,1970,0.570479746
21,Alosa pseudoharengus,1971,0.516075689
21,Alosa pseudoharengus,1972,0.464693379
21,Alosa pseudoharengus,1973,0.420097089
21,Alosa pseudoharengus,1974,0.383741544
21,Alosa pseudoharengus,1975,0.352506497
21,Alosa pseudoharengus,1976,0.33023622
21,Alosa pseudoharengus,1977,0.309635655
21,Alosa pseudoharengus,1978,0.292325166
21,Alosa pseudoharengus,1979,0.281177428
21,Alosa pseudoharengus,1980,0.271477548
21,Alosa pseudoharengus,1981,0.26383073
21,Alosa pseudoharengus,1982,0.257086332
21,Alosa pseudoharengus,1983,0.251930283
21,Alosa pseudoharengus,1984,0.248670566
21,Alosa pseudoharengus,1985,0.247481179
21,Alosa pseudoharengus,1986,0.246241022
21,Alosa pseudoharengus,1987,0.245251432
21,Alosa pseudoharengus,1988,0.243094777
21,Alosa pseudoharengus,1989,0.239637429
