rgn_id,year,popsum
1,2005,860057.9986
1,2006,752579.9447
1,2007,751715.1222
1,2008,750850.2774
1,2009,749985.4349
1,2010,854888.1727
1,2011,747775.9099
1,2012,746431.2263
1,2013,745086.5321
1,2014,743741.8302
1,2015,846984.2855
2,2005,143009.5736
2,2006,126681.6107
2,2007,126584.8869
2,2008,126488.1616
2,2009,126391.4351
2,2010,142477.3014
2,2011,126070.8046
2,2012,125846.9012
2,2013,125622.9974
2,2014,125399.0902
2,2015,141228.6643
3,2005,28010.4
3,2006,28133
3,2007,28214.16
3,2008,28316.04
3,2009,28417.92
3,2010,28519.8
3,2011,28549
3,2012,28723.56
3,2013,28825.44
3,2014,28965
3,2015,29029.2
4,2005,2703788.225
4,2006,2384304.066
4,2007,2410294.106
4,2008,2436284.153
4,2009,2462274.167
4,2010,2852564.788
4,2011,2513616.736
4,2012,2538969.338
4,2013,2564321.858
4,2014,2589674.381
4,2015,2997684.23
5,2005,445981.1927
5,2006,380924.7155
5,2007,374892.0043
5,2008,368859.2866
5,2009,362826.5665
5,2010,411033.5158
5,2011,351000.908
5,2012,345207.9728
5,2013,339415.0319
5,2014,333622.083
5,2015,377502.0043
6,2005,1196104.342
6,2006,1039607.191
6,2007,1036526.481
6,2008,1033445.762
6,2009,1030365.031
6,2010,1178247.028
6,2011,1023411.76
6,2012,1019539.214
6,2013,1015666.666
6,2014,1011794.083
6,2015,1155854.754
7,2005,5146.872652
7,2006,4223.261186
7,2007,4169.857587
7,2008,4116.453699
7,2009,4063.049882
7,2010,4832.281934
7,2011,3956.679255
7,2012,3903.712523
7,2013,3850.745594
7,2014,3797.77862
7,2015,4519.063919
8,2005,761.6160629
8,2006,632.5451513
8,2007,622.2130363
8,2008,611.8809795
8,2009,601.5488966
8,2010,700.421559
8,2011,581.2795853
8,2012,571.3423925
8,2013,561.4052158
8,2014,551.4680101
8,2015,641.5645552
9,2005,25.36143391
9,2006,21.550991
9,2007,21.29485204
9,2008,21.03871164
9,2009,20.78257063
9,2010,23.93304085
9,2011,20.27598484
9,2012,20.02553912
9,2013,19.77509238
9,2014,19.52464584
9,2015,22.5385217
10,2005,29431.23368
10,2006,25356.04977
10,2007,25712.86835
10,2008,26069.68709
10,2009,26426.50512
10,2010,31540.01936
10,2011,27138.54361
10,2012,27493.76373
10,2013,27848.98369
10,2014,28204.20311
10,2015,33640.19686
11,2005,1735.185965
11,2006,1558.64267
11,2007,1533.234975
11,2008,1507.827296
11,2009,1482.419586
11,2010,1601.591175
11,2011,1433.238228
11,2012,1409.464623
11,2013,1385.691037
11,2014,1361.917382
11,2015,1476.456745
