rgn_id,sciname,category,wsccat
3,Clupeaharengus,LC,Sec
3,Eubalaenaglacialis,EN,AR
3,Salmosalar,LC,Sens
3,Somateriamollissima,LC,Sec
3,Homarusamericanus,LC,Sec
3,Myaarenaria,NE,NL
3,Mytilusedulis,NE,NL
3,Palmariapalmata,NE,NL
