rgn_id,rgn_name,area_km2
4,British Columbia,36630.80078
8,Manitoba,4055.429932
3,Bay of Fundy,5695.140052
5,Newfoundland and Labrador,63083.69922
11,Northwest Territories,55025.89844
1,Nova Scotia,17607.5
10,Nunavut,344396.9023
7,Ontario,8917.790039
2,Prince Edward Island,3892.189941
6,Québec,82665.70313
9,Yukon,1503.810059
